Site.Code,Site,Subsite,Sampling.Time,Month,Data.Entered.by,Plot.ID,unique.ID,Prior.to.change,Previous.Spellings,Other.notes,Original.Species,Juvenile,Subspecies,Species,Subgenus,Genus,Tribe,Subfamily,Family,Superfamily,Subsection,Section,Parvorder,Infraorder,Suborder,Order,Superorder,Infraclass,Subclass,Class,Group,Taxa,Type.Partner,Type,Total.Abundance,Notes,Total.Abundance.to.1.mm,Measured.size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Dry.Mass.g,individuals/SizeCount,DW.(g),Vegetative.or.Flower,Shoot.ID
SD,SD.B,B,1,June,SH,8,SD.B.1.8,Actinia.equina.,NA,NA,Actinia.equina.,N,NA,Actinia.equina.,NA,Actinia,NA,NA,Actiniidae,Endomyaria,NA,NA,NA,Thenaria,Nynantheae,Actiniaria,NA,NA,Hexacorallia,Anthozoa,Anemone,Sessile.FALSE,Predator,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SD,SD.B,B,1,June,SH,1,SD.B.1.1,Actinia.equina.,NA,NA,Actinia.equina.,N,NA,Actinia.equina.,NA,Actinia,NA,NA,Actiniidae,Endomyaria,NA,NA,NA,Thenaria,Nynantheae,Actiniaria,NA,NA,Hexacorallia,Anthozoa,Anemone,Sessile.FALSE,Predator,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NC.B,B,1,May,"Deaton,CD",7,NC.B.1.7,Actinia.equina.,NA,NA,Actinia.equina.,N,NA,Actinia.equina.,NA,Actinia,NA,NA,Actiniidae,Endomyaria,NA,NA,NA,Thenaria,Nynantheae,Actiniaria,NA,NA,Hexacorallia,Anthozoa,Anemone,Sessile.FALSE,Predator,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NC.A,A,1,May,"Deaton,CD",17,NC.A.1.17,Actinia.equina.,NA,NA,Actinia.equina.,N,NA,Actinia.equina.,NA,Actinia,NA,NA,Actiniidae,Endomyaria,NA,NA,NA,Thenaria,Nynantheae,Actiniaria,NA,NA,Hexacorallia,Anthozoa,Anemone,Sessile.FALSE,Predator,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NC.A,A,1,May,"Deaton,CD",16,NC.A.1.16,Actinia.equina.,NA,NA,Actinia.equina.,N,NA,Actinia.equina.,NA,Actinia,NA,NA,Actiniidae,Endomyaria,NA,NA,NA,Thenaria,Nynantheae,Actiniaria,NA,NA,Hexacorallia,Anthozoa,Anemone,Sessile.FALSE,Predator,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PO,PO.A,A,1,August,MOREAU.Chlo_,6,PO.A.1.6,Actiniaria.sp.,NA,NA,Actiniaria.sp.,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actiniaria,NA,NA,Hexacorallia,Anthozoa,Anemone,Sessile.FALSE,FALSE,FALSE,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PO,PO.A,A,1,August,MOREAU.Chlo_,5,PO.A.1.5,Actiniaria.sp.,NA,NA,Actiniaria.sp.,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actiniaria,NA,NA,Hexacorallia,Anthozoa,Anemone,Sessile.FALSE,FALSE,FALSE,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PO,PO.A,A,1,August,MOREAU.Chlo_,2,PO.A.1.2,Actiniaria.sp.,NA,NA,Actiniaria.sp.,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actiniaria,NA,NA,Hexacorallia,Anthozoa,Anemone,Sessile.FALSE,FALSE,FALSE,13,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PO,PO.A,A,1,August,MOREAU.Chlo_,18,PO.A.1.18,Actiniaria.sp.,NA,NA,Actiniaria.sp.,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actiniaria,NA,NA,Hexacorallia,Anthozoa,Anemone,Sessile.FALSE,FALSE,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PO,PO.A,A,1,August,MOREAU.Chlo_,14,PO.A.1.14,Actiniaria.sp.,NA,NA,Actiniaria.sp.,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actiniaria,NA,NA,Hexacorallia,Anthozoa,Anemone,Sessile.FALSE,FALSE,FALSE,22,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,IR.B,B,2,August.,"McCready,V.",7,IR.B.2.7,Actiniaria.sp.,NA,NA,Actiniaria.sp.,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actiniaria,NA,NA,Hexacorallia,Anthozoa,Anemone,Sessile.FALSE,FALSE,FALSE,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,IR.B,B,2,August.,"McCready,V.",6,IR.B.2.6,Actiniaria.sp.,NA,NA,Actiniaria.sp.,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actiniaria,NA,NA,Hexacorallia,Anthozoa,Anemone,Sessile.FALSE,FALSE,FALSE,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,IR.B,B,2,August.,"McCready,V.",5,IR.B.2.5,Actiniaria.sp.,NA,NA,Actiniaria.sp.,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actiniaria,NA,NA,Hexacorallia,Anthozoa,Anemone,Sessile.FALSE,FALSE,FALSE,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,IR.B,B,2,August.,"McCready,V.",20,IR.B.2.20,Actiniaria.sp.,NA,NA,Actiniaria.sp.,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actiniaria,NA,NA,Hexacorallia,Anthozoa,Anemone,Sessile.FALSE,FALSE,FALSE,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,IR.B,B,1,July,"Blaze,J.",17,IR.B.1.17,Actiniaria.sp.,NA,NA,Actiniaria.sp.,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actiniaria,NA,NA,Hexacorallia,Anthozoa,Anemone,Sessile.FALSE,FALSE,FALSE,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PO,PO.B,B,1,July,MOREAU.Chlo_,1,PO.B.1.1,Adula.californiensis,NA,NA,Adula.californiensis,N,NA,Adula.californiensis,NA,Adula,NA,NA,Mytilidae,Mytiloidea,NA,NA,NA,NA,NA,Mytilida,NA,NA,Pteriomorphia,Bivalvia,Bivalve,Sessile.FALSE,NA,FALSE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PO,PO.B,B,1,July,MOREAU.Chlo_,3,PO.B.1.3,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Grazer,Mesograzer,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PO,PO.B,B,1,July,MOREAU.Chlo_,19,PO.B.1.19,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Grazer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PO,PO.B,B,1,July,MOREAU.Chlo_,18,PO.B.1.18,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Grazer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PO,PO.B,B,1,July,MOREAU.Chlo_,13,PO.B.1.13,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Grazer,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KO,KO.B,B,1,June,J.Chow,9,KO.B.1.9,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KO,KO.B,B,1,June,J.Chow,5,KO.B.1.5,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KO,KO.B,B,1,June,J.Chow,2,KO.B.1.2,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KO,KO.A,A,1,July,J.Chow,1,KO.A.1.1,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",9,JS.B.1.9,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",8,JS.B.1.8,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",7,JS.B.1.7,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",6,JS.B.1.6,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",5,JS.B.1.5,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",4,JS.B.1.4,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",3,JS.B.1.3,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",20,JS.B.1.20,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",19,JS.B.1.19,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",18,JS.B.1.18,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",17,JS.B.1.17,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",15,JS.B.1.15,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",14,JS.B.1.14,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",13,JS.B.1.13,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",12,JS.B.1.12,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.B,B,1,June,"Bayne,CJ",11,JS.B.1.11,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.A,A,1,July,"Bayne,CJ",8,JS.A.1.8,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Grazer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.A,A,1,July,"Bayne,CJ",5,JS.A.1.5,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Grazer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.A,A,1,July,"Bayne,CJ",20,JS.A.1.20,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.A,A,1,July,"Bayne,CJ",18,JS.A.1.18,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.A,A,1,July,"Bayne,CJ",15,JS.A.1.15,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.A,A,1,July,"Bayne,CJ",12,JS.A.1.12,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS,JS.A,A,1,July,"Bayne,CJ",11,JS.A.1.11,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BC,BC.B,B,1,May,"Yogendran,M",11,BC.B.1.11,Alaba.picta,NA,?checkspeciesnotinworms,Alaba.picta,N,NA,Alaba.picta,NA,Alaba,NA,NA,Litiopidae,Cerithioidea,NA,NA,NA,NA,NA,Caenogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Grazer,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,WA.B,B,2,September,J.Chow,8,WA.B.2.8,Alia.carinata,NA,NA,Alia.carinata,N,NA,Alia.carinata,NA,Alia,NA,NA,Columbellidae,Buccinoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,WA.B,B,2,September,J.Chow,6,WA.B.2.6,Alia.carinata,NA,NA,Alia.carinata,N,NA,Alia.carinata,NA,Alia,NA,NA,Columbellidae,Buccinoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,WA.B,B,2,September,J.Chow,5,WA.B.2.5,Alia.carinata,NA,NA,Alia.carinata,N,NA,Alia.carinata,NA,Alia,NA,NA,Columbellidae,Buccinoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,WA.B,B,2,September,J.Chow,4,WA.B.2.4,Alia.carinata,NA,NA,Alia.carinata,N,NA,Alia.carinata,NA,Alia,NA,NA,Columbellidae,Buccinoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,WA.B,B,2,September,J.Chow,3,WA.B.2.3,Alia.carinata,NA,NA,Alia.carinata,N,NA,Alia.carinata,NA,Alia,NA,NA,Columbellidae,Buccinoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,WA.B,B,1,July,J.Chow,8,WA.B.1.8,Alia.carinata,NA,NA,Alia.carinata,N,NA,Alia.carinata,NA,Alia,NA,NA,Columbellidae,Buccinoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,WA.B,B,1,July,J.Chow,6,WA.B.1.6,Alia.carinata,NA,NA,Alia.carinata,N,NA,Alia.carinata,NA,Alia,NA,NA,Columbellidae,Buccinoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,WA.B,B,1,July,J.Chow,5,WA.B.1.5,Alia.carinata,NA,NA,Alia.carinata,N,NA,Alia.carinata,NA,Alia,NA,NA,Columbellidae,Buccinoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,WA.B,B,1,July,J.Chow,4,WA.B.1.4,Alia.carinata,NA,NA,Alia.carinata,N,NA,Alia.carinata,NA,Alia,NA,NA,Columbellidae,Buccinoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,WA.B,B,1,July,J.Chow,3,WA.B.1.3,Alia.carinata,NA,NA,Alia.carinata,N,NA,Alia.carinata,NA,Alia,NA,NA,Columbellidae,Buccinoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,WA.B,B,1,July,J.Chow,19,WA.B.1.19,Alia.carinata,NA,NA,Alia.carinata,N,NA,Alia.carinata,NA,Alia,NA,NA,Columbellidae,Buccinoidea,NA,NA,NA,NA,NA,Neogastropoda,NA,NA,Caenogastropoda,Gastropoda,Gastropod,Mollusc.Mesograzer,Mesograzer,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
